번호,제목,평점,평가
15902736,미드소마,10,뭐지 이영화.. 병맛인데 재밌어..
15902735,스파이더맨: 파 프롬 홈,7,스토리가 1편과 비교시 부드럽지 않은 진행액션은 CG만 멋지고 액션 자체는 별로
15902733,알리타: 배틀 엔젤,5,진짜 실망한 영화 내용도 엉성 하고 네이버 평점 8.72 받았는데 진짜 그정도 아니네요.. 보는 내내 무슨 내용인가 생각하게 만드네요 영화관에서 안본게 천만다행..
15902732,미드소마,9,정신 나갈정도로 몰입해서 봤어요
15902731,목격자,4,경찰한테 신고 좀 해라 OO 제발 진짜 저게 죽지 못해사는거지 사는거냐?  필구 아까 까지만해도 경찰이랑 같이있었는데 언제 데려가서 죽였냐 부탄가스 렌지 돌릴때 범인은 왜 무사하고 갑자기 산사태 무엇? 그래서 초반부터 산사태타령했노?
15902730,악인전,10,어우 오랜만에 제대로 속시원한 영화
15902728,미드소마,8,천사같은 악마들의 속삭임과 위로는 대니에겐 빠져나올수 없는 늪과도 같다... 심리적으로 힘들고 불안한 사람이 있다면 방관하지말고 곁에서 따뜻한 위로와 격려를 하여라 그러면 저런 늪에 빠지지 않을것이다 라는 메세지를 담은 영화였네요... 연출 연기 굿~
15902727,스파이더맨: 파 프롬 홈,10,재밌어요 좋아요 마블찌리릿!
15902726,미드소마,7,사탄보다 사람이 무섭다-
15902724,헤이트풀8,10,주고받는 모든 대사 한마디 한마디에 긴장감이 드러난다.
15902723,뺑반,2,평점 처음 써봅니다제 심정 아시겠죠?
15902722,존 윅 3: 파라벨룸,5,액션이 빈자리가 너무 많아~ 주인공 아니면 수천번도 더 죽었다
15902721,알라딘,9,엄청발랄하다 나는고딩때외웠던 어홀뉴월드보다 관람전부터 들었던 공주노래 장면을 잊을수가없다 공주가너무 서글프고아름답게 그리고멋있게 불러서 그곡나온두장면에서 눈물이 막 났다 나를위로하는것같았다 알라딘도좋았다 양쪽에서 너무하드캐리해서 아쉬웠지만 조합은최고다
15902720,알라딘,10,애들영화라고 무시한 저를 반성합니다..왜 쟈스민공주를 연기한 여배우가 뜨고 있는지 이해가 갔습니다..정말 매력있네요..저의 5살딸래미는 집중하지 못했으나 저는 완전 재밋게 봤어요^^
15902719,미드소마,10,재밋고 잘만듬 뒷부분은 진짜 무서웠음
15902718,미드소마,10,보는 내내 너무 무서웠어요
15902717,진범,10,봤는데 진짜 재밌어요 몰입도 잘되구
15902715,동명이인 프로젝트 시즌2,10,많은 사람들이 보러 갔으면 좋겠습니다
15902714,알라딘,10,뮤지컬 보는느낌. 넘 재미있었고 또다시 보고 싶은 알라딘♡
15902712,알라딘,10,잼잼잼 또 보고싶다 ㅎㅎ
15902711,주토피아,10,가장 민감하고 어려울 수 있는 주제를 귀엽고 가장 지혜롭게 푼 명작품
15902710,진범,10,재밌네 반전도 있고 배우들 연기가 짱ㅋㅋㅋ
15902709,존 윅 3: 파라벨룸,4,영화 제목을 존윅을 많이 때리고 괴롭히지만 무조건 살려두기로 바꿔야 할것 같다. 죽일수 있는 기회가 너무 많은데 총을 안쏘거나 안찌르거나 해서 계속 살려둔다. 주인공이지만 너무 불공평해
15902708,스파이더맨: 파 프롬 홈,10,진짜 좋아요! 원래 마블에 관심 없었는데 스파이더맨이 거미줄로 이어주는 것 같은...?ㅋ 암튼 배우들도 넘 잘생(?)겼고 진짜 정말 재미있어요! 그리고 톰 홀랜드(님)와 젠다야(님) ? 오래갔으면 하네요ㅎ 암튼 진짜 강추드려요!
15902707,기생충,9,그냥 웃고 넘길수없는 장면들이 꽤 있다  생각이 많아진다
15902706,롱 리브 더 킹: 목포 영웅,10,연기도 모두 잘하고 재미있습니다강추
15902705,맨 인 블랙: 인터내셔널,5,그냥 그래요 테사톰슨뉴나 사랑해요
15902704,퍼스트 어벤져,10,캡틴너무너무멋있고짱재밌엉ㅅ
15902703,미드소마,1,허허 이거 보고 오신 분들에게 작은 응원 드립니다.
15902702,롱 리브 더 킹: 목포 영웅,10,마지막 장면에서 다같이  부르는 노래가 뭐에요
15902701,스파이더맨: 파 프롬 홈,10,미스테리오 연기하는사람 진짜 죽여버리고싶게 깐족대면서 연기 잘하네
15902700,원더풀 고스트,1,마동석빼고다쓰레기임
15902699,스파이더맨: 파 프롬 홈,10,톰 너므 졸귁♥ 잘 보고 갑니다~
15902698,애나벨 집으로,6,애나벨: 올스타전[주디의 도장깨기]뭔가 새로운 연출이나 무섭다고 할만한건 없었음 (클리셰 범벅)
15902697,캡틴 마블,6,억지설정이 강하고 우선 브리라슨이 이케릭터하고 잘어울리지 않는느낌...시리즈가 더 나와봐야 알겠지만 토르 1편 봤을때 느낌?  평점은 6~7점 정도가 맞다고 봄
15902696,스파이더맨: 파 프롬 홈,10,cg덕분에 꿈에서 피터가 나왓습니다 피터찌리릿
15902695,스파이더맨: 파 프롬 홈,10,역시 스파이더맨^^우리 아이랑 너무 재미있게 봤어요
15902694,라 밤바,10,내 인생의 최고 음악영화
15902692,진범,10,보고싶던 영환데 역시 기대 이상이였습니다
15902691,걸캅스,1,별 반개가 아깝다. 9점인거 믿고 봤는데 한숨나옴.. 이게 9점이면 다른 9점 영화는 뭐가 돼?
15902690,스파이더맨: 파 프롬 홈,10,해피와의 비행기 장면은 정말 짱
15902689,미드소마,10,이거 진짜 장난 아닌데?..
15902688,기방도령,7,재미도 있고 감동도 있네 ㅋㅋ반개짜리 알바글은 뭐지;;저게 더 알바같네
15902687,롱 리브 더 킹: 목포 영웅,10,올만에 시원한 영화~ 김래원 멋짐!!
15902686,PMC: 더 벙커,5,뭐 그냥 저냥 볼만은 한 영환데 관객수가 아쉽네 제작비는 140억 들엇는데 관객수는 160만이라니 더테러라이브 명작영화를 만든 감독이 만들엇는데 정치적표현이들어가서그런가 하여튼 나는 재밌는건아니고 볼만은한 정도 영화였음
15902685,미드소마,10,잔인하지만 영상미나 스토리는 신박하달까
15902684,알라딘,10,벌써 3번째로 봄 더빙편도 좋음
15902683,성난황소,10,너무 재밌게 봤어요!!!! 모든 배우들 연기 굳!!
15902682,롱 리브 더 킹: 목포 영웅,2,감독은 웹툰작가에게 사과하는게 좋을듯???
15902681,페이첵,10,이 영화가 오래된 영화임에도 여러번 봐도 아깝지 않았는데 점수가 낮은것에 정말 놀랍다
15902680,나우 유 씨 미 2,8,일단 다른건 모르겠고 비 멈추는 장면 만큼은 10점이다
15902679,알라딘,10,괜히 윌 스미스 하는 게 아니야 진짜 윌스미스가 지니 아니면 누가 지니였을 지 상상도 안돼...
15902677,알라딘,10,영화관에서 이렇게 여러번 본 영화는 처음ㅠ눈호강 귀호강
15902676,마터스: 천국을 보는 눈,10,이걸 만든 감독도 제정신은 아닌듯...진짜 ... 웬만한 고어영화 다보는데.... 이건.. 너무충격적이고. 잔인하고. 토쏠림....한번은 봐도 두번보기는 힘들다...
15902675,알라딘,10,최고입니다~! 재미나요
15902674,아일랜드,10,"윤리시간에 본 영화인데 학교 다니면서 본 영화 중 제일 재미있었고 감동적인 교훈과 ,복제인간에 대해 많은 생각을 하게해준 영화..그리고 여고임에도 불구하고   스칼렛요한슨 나올때 그 떨림.. ㅠㅠ"
15902673,스파이더맨: 파 프롬 홈,10,엄복동 보고있나?ㅋㅋ
15902672,콩: 스컬 아일랜드,6,ㅋㅋㅋㅋ 모야 ocn재방 보는데 닉퓨리 캡마 브라더다메요 셋이 나오네 ㅋㅋ
15902671,스파이더맨: 파 프롬 홈,10,아이언맨을 기리는 영화
15902670,진범,10,시간 잘갑니다. 단지 시간이 몇번 리와인드 됩니다.
15902669,스파이더맨: 파 프롬 홈,10,드론이 나쁜거임 무튼 그럼
15902667,스파이더맨: 파 프롬 홈,10,스파이언맨 영원하라~~~
15902666,토이 스토리 4,1,음...3를 엔딩으로 간직할게요..
15902664,타임 패러독스,10,와 에단호크랑 사라스누크에 영화속 이름이 없는 이유가 있었구나
15902662,스파이더맨: 파 프롬 홈,1,개노잼 그자체 유치뽕짝 개콘보는줄
15902660,알라딘,10,정말 오랜만에 영화를 보게 되었는데 정말 재미있게 잘봤습니다 영화가 끝나가는게 아쉽더라구요 다시한번 봐야겠습니다
15902658,매드맥스: 분노의 도로,10,"그냥 미친 내 인생 액션 영화. 1000점줘도 모자를 영화. 영화 만드면서 엄청 고생한 배우, 스탭들이 훤히 보일정도로 웰메이드 영화다. 좋은 영화 만들어주셔서 감사합니다."
15902657,롱 리브 더 킹: 목포 영웅,10,아따 사투리가 참 정겹당께~
15902656,알라딘,10,디즈니 영화 역시는 역시
15902655,알라딘,10,넘 재밌게 봤네요. 노래도 넘 잘하고 다같이 웃고 내용도 있고 감동까지 겸비해 강추합니다
15902654,알리타: 배틀 엔젤,5,재미는없다. 킬탐용으로 soso
15902653,터미네이터 제니시스,10,또봐도 재밌네  시지브이  채널고정
15902652,콩: 스컬 아일랜드,2,헬기가지고 콩한테 근접전하는 게 도져히 이해가 안간다..
15902651,헬보이,5,CG가 10년전 거다. 돈이 많이 모자랐나? 디센트감독이라 기대 좀 했는데... 기예르모 헬보이가 모든 면에서 훨씬 낫다.
15902650,진범,10,와 진짜 반전부터해서..핵꿀잼.  꼭보세요!
15902649,스파이더맨: 파 프롬 홈,10,cg팀 수고하셨습니다 ..
15902648,기생충,10,"15세라서 긴장안했는데 은근 야하고,,,"
15902647,스파이더맨: 파 프롬 홈,10,"너무 잘생겨서 이걸로 입덕함,,"
15902646,알라딘,10,너무 재밌고 자스민 너무 예쁘당 ♡
15902644,스파이더맨: 파 프롬 홈,10,CG랑 마법이 차이가 없다는 것을 보여줍니다. 진짜 CG제작자가 빌런되면 무서울수도 있다는 것을 보여줍니다.
15902643,그린 존,10,긴장감있게봤다 재밌음
15902642,스파이더맨: 파 프롬 홈,5,인피니티워 엔드게임에서 타노스와 그 거대한 군단 보다가 그냥 인간 사기꾼 한명과 드론 부대 부대 보니까...에휴... 너무 시시하다. 너무 실망했음. 예고편은 그럴듯 했는데 완전 낚였네. 이런 식이면 앞으로 스파이더맨 시리즈는 영화관에 보러 안올듯
15902641,보안관,8,머머리는 왜 놀려ㅜㅜ힝
15902640,미드소마,2,욕나오네 ㅅㅂ 공포는없고 스릴도없고 긴장도없고 이거무슨 재미없는드라마 하나졸면서보다온
15902638,극장판 엉덩이 탐정: 화려한 사건 수첩,1,일점도 아깝습니다.  비추천
15902637,진범,10,재미있게 봤습니다~ 관객상 받았다더니 그럴만하더군요
15902636,스파이더맨: 파 프롬 홈,6,유치한 10대 히어로물이 된
15902635,스파이더맨: 파 프롬 홈,6,전작에 비해 더 화려해진 특수효과는 있었지만 스토리는 빈약한거 같아요
15902632,건축학개론,10,승민이가 답이없는데??ㄹㅇ
15902628,극장판 엉덩이 탐정: 화려한 사건 수첩,1,아아아 일본꺼라 거릅니다다운받아 보는걸로..
15902626,빌리 엘리어트,10,누군가의 성공엔 누군가의 희생이 따른다.
15902625,이터널 선샤인,7,운명론적 관점에서 본 사랑
15902624,롱 리브 더 킹: 목포 영웅,6,김래원은 좋았지만.... 영화의 등장인물중에 카메오들이 더 조연들보다 눈에 띄다니..
15902623,알라딘,8,프린스 알리 패뷸러스 히 알리 아밥와지존잼임
15902622,스파이더맨: 파 프롬 홈,2,지루합니다. 잘만들어야할것같습니다
15902621,브레이킹 던 part2,10,내인생의 걸작이 끝이났다 마지막장면에 에드워드와 벨라 첫만남부터 지금까지 보여주는게 얼마나 뭉클한지ㅠㅠ
15902620,롱 리브 더 킹: 목포 영웅,8,재밌네.볼만하네~버스신 영상 너무 좋던데.그런장르영화 만들어도 좋을듯!~
15902619,반지의 제왕: 왕의 귀환,10,반지의 제왕 트릴로지는 대부 트릴로지에 버금가는 인류의 유산이다. 죽기 전에 반드시 봐야 하는 영화이다.
15902618,라이프,2,제임스 딘을 약에 취한 중2병으로 만듬.
15902617,암수살인,10,"한국영화 특유의 잔인한 장면 없고 스토리 잘짜고 연기 잘하고 , 실존인물인 형사 상줘라.  ㅠㅠ 형사님 진짜 대단하심"
15902616,스파이더맨: 파 프롬 홈,10,토니스타크가보고싶다..
15902615,기생충,10,사실은 정말 어두운 내용이다
15902614,휴게소,8,"기독교적 색채를 가진 공포 스릴러 영화입니다.나름 잘 만들었습니다.잔인한 장면이 많아서 그렇지, 지루하지 않고 스토리의 반전도 신선했습니다.킬링타임용으로 추천합니다."
15902613,공포의 묘지,1,원작보다 한참 못하네... 원작도 그리 재미있는게 아니었는데...
15902612,말하는 건축가,8,정말 멋진 분이네요 너무 잘 보았습니다
15902611,반지의 제왕: 두 개의 탑,10,이미 고전의 반열에 든 훌륭한 영화.
15902610,론 서바이버,10,라이언일병구하기 이후 내가 여태까지 본 전쟁영화중 단연 걸작. 대규모 전투씬은 없지만 총구와 군인들의 눈빛에서 나오는 리얼한 긴장감이 대박임.
15902609,미드소마,10,"진짜 난 이런 장르 너무좋아해서 이번에도만족, 아리애스터 감독은 계속 이런 영ㄴ화 만들어줬음 좋겠다"
15902608,맨 인 블랙: 인터내셔널,2,흑인감독 영화는 스토리나 논리보다는 장면장면이 매력이 있다. 머리 아픈거 싫은 현대인의 전두엽에 휴식을 주는 영화다.
15902607,어스,10,평점이 6점대????
15902606,스파이더맨: 파 프롬 홈,10,피터파커 사주세욤~~♡
15902605,원더풀 고스트,9,정말 보는 관객까지 착해지는 착한영화  그리고 너무 영화와 잘 어울리는 비주얼의 배우들 마동석 주연으로 예상외의 장르반전을 보여주면서 울지않으려했지만 끝내 울었다 안착하려는 관장이 넘 현실적캐릭터어서 공감도 되고  정도간다 딸 도경이가 정말 이쁘다
15902604,진범,10,생각을 하게끔 만드는 영화.. 많은 생각을 하게 한다
15902601,진범,10,생각보다 재밌어요 만족합니다
15902600,반지의 제왕: 반지 원정대,10,원작과 영화가 둘 다 훌륭한 작품의 대표적인 예.
15902598,그레이브 인카운터,10,엄청난 긴장감과 공포...
15902596,우상,8,재미있음재미 없다는 애들은 마블영화를 권유해드림
15902595,로건,10,"진짜 디씨에는 다크나이트, 마블에는 로건이 최고네"
15902594,기방도령,10,주변 사람들은 추천하고 인터넷 평은 안좋아서 한켠 걱정하는 마음으로 보러가긴 했는데.... 재미있잖아여!! 맨 처음에는 노잼일줄 알고 아.. 했는데 언젠가부터 내가 몰입하고 있다!! 진짜 몰입하다가 빵터지고 ㅎㅎ 이번 여름에 웃으면서 보기 좋은 영화!
15902593,진범,9,시간이 엄청 빨리가고 재밌었음.
15902592,노무현과 바보들,10,다음 생에도 꼭 다시 뵙고 싶습니다.
15902591,토이 스토리 4,10,진짜 주인을 찾은 우디.
15902590,어느 가족,10,일본판 기생충... 둘 다 상을 받다니...
15902589,존 윅 3: 파라벨룸,10,감동적은옉션이죽인다
15902588,교회오빠,10,교회오빠....ㅋㅋㅋ 너무 야하자나...ㅋㅋㅋㅋ
15902586,진범,10,감동적은영화최고의진범
15902585,알라딘,10,벅찬 감동을 느끼게 해주셔서 감사합니다 코끝이 찡했네요 ㅎㅎ
15902584,알라딘,10,진짜 재밌었어요 특히 쟈스민이 스피치리스 부를 때는 소름이.. 또 보고싶은 영화예요
15902583,에이미,10,유일하게 영화 평점 남깁니다 모든 사람에게 각자만의 사연이 있다는걸 느끼게 해줬어요 조금이나마 어렴풋이 타인의 삶을 몰래 훔쳐보듯 보는 미안한 영화였습니다사실 저도 지금 너무 힘든데 에이미보면서 참.. 말로 형용할 수 없는 감정에 휩쓸리네요...
15902582,스파이더맨: 파 프롬 홈,10,"맨위 배댓처럼,, 정말 ㅠㅠ 토니가 피터를 얼마나 사랑하는지 알 수 있는 영화였어요..ㅠㅠ"
15902581,진범,10,한번더보고싶다 구영화숨바꼭질같은느낌
15902580,서스페리아,6,기괴한 영화 이 이상으로 설명불가
15902579,어스,10,Ost 랑 루피타뇽이 다한 영화
15902578,김종욱 찾기,10,"임수정 보고싶어서 봤다가, 공유의 뜻밖의 이미지 변신에 한 번 더 웃고 갑니다. 따뜻한 영화에요. 추천합니다."
15902577,하이힐,10,역시 장진 감독....벌써 몇번째 생각 날때마다 보는 수작임
15902576,스파이더맨: 파 프롬 홈,4,나한테 마블은 이제 끝났다
15902574,스파이더맨: 파 프롬 홈,10,피터파커 귀염둥이 ㅠㅠ
15902573,진범,7,롯시 단독 개봉이라 아쉽다.
15902572,진범,10,스릴러 추리 좋아하면 강추
15902571,미드소마,10,심장 약한 분들은 조심하십쇼
15902570,존 윅 3: 파라벨룸,8,잔인하지만 성인영화로서는  괜찮음 주인공  나이가있어서4는 찍기힘들것같기도 ㅎ
15902568,스파이더맨: 파 프롬 홈,2,고딩들의 연애영화같음... 보는내내 지루하였던 영화.그리고 파커의 상대역은 너무 못생긴...파커보다 키도 커서 좀 아닌거 같았음.. 잠 안올때 보는거면 추천!
15902567,진범,4,불면증 있으신분들 가서 보세요
15902566,미드소마,10,내 정신이 이상해지는 기분 그런데도 눈을 뗄 수 없다
15902565,롱 리브 더 킹: 목포 영웅,3,웜마 백만이나 들어브렀네...어이가 없어 블구마이..내부자들로 정화하러 간다.
15902564,알라딘,9,이 영화를 보면 갑자기  착해지는그런느낌
15902563,기방도령,1,긴말필요없음 쌍욕나올뻔 20분만에 나옴 이걸 돈주고 끊었다는거에 분노
15902561,알라딘,10,너무 아름다운 영화 정말 최고였다
15902560,미드소마,9,이런장르는 처음이에요
15902559,스파이더맨: 파 프롬 홈,8,3편이 궁금해지는...
15902558,기생충,9,체취가 열등감으로 변하는 순간 ~~
15902557,기방도령,10,이렇게 재밌을거라곤 생각지도 못하고 봤다가 엄청 웃었습니다.
15902556,기방도령,5,그저그런영화  스토리도 없고 연기도 그렇고
15902555,알라딘,10,말이필요없어요 세번봤는데 또보고싶어용
15902554,1000 : 최후의 전사들,5,전투신이 엉성하지만 그들의 역사관을 볼 수 있는 작품
15902553,진범,10,연기 짱! 집중해서 잘 봤어요^^
15902552,우리는 언제나 성에 살았다,4,진짜 10점은 알바같음ㅋ러닝타임 3분의2는 뭐야 이영화이러다가 나머지 3/1는 이거야?-> ???엥이렇게 ㅋㅋ
15902551,진범,9,유선 배우님이랑 송새벽 배우님 연기 엄청 잘하세요 ㅠ
15902550,기방도령,10,단순한 코미디 영화라고 생각했는데 진중한 이야기를 담고 있는 영화입니다 조선시대를 배경으로 하지만 더 비슷한 내용의 다른 영화들에 비해 더 현실적이고 진중하게 사회문제에 다가오는 것 같습니다 재밌어요!
15902549,기방도령,7,너무 욕하기에는 좀... 나름 괜찮ㅇ.ㅁ
15902548,알라딘,6,4D로 보고 왔어요.원작스토리를 못살린 시나리오가 생각보다 떨어진 뮤지컬영화네요.
15902547,진범,9,긴박감과 절박함. 진실의 왜곡에 대한 충격…
15902546,세상을 바꾼 변호인,1,하이라이트가 화장실이 없다 였음 . 전개가 너무 약함
15902545,미드소마,10,기괴한 영화.. 영상미는 예쁜데 잔인한 기분이 들기도하고..
15902544,알리타: 배틀 엔젤,10,이 영화를 왜 이제야 봤나 싶을만큼 감동과 액션이 넘쳐나는 영화. 사람보다 더 사람같은 알리타. 기계보다 더 매마른 감정을 안고 살아가는 요즘 사람들이 안쓰러워지는 순간들.
15902543,스파이더맨: 파 프롬 홈,6,솔직히 기대보다는 좀...
15902542,롤러코스터,6,ㅋㅋㅋ 예수님 영화네 ㅋㅋㅋ
15902541,미드소마,10,마지막 장면이 머리속에서 떠나질 않아요 ㅜㅜ;
15902540,기방도령,10,오늘보고왓는데.. 울고왔습니다..첫사랑은 항상마음에 두고살아가는것같네요ㅎㅎ사랑하는사람이있다면 후회없이 잘해주시길...
15902539,나는 아빠다,1,아..김승우씨가 연기한 아빠는 세상에 있는 욕을 퍼부어도 부족하네요.손병호씨가 오히려 주인공같아요.마지막 엔딩때 형사딸을 왜 안 죽이죠?이런 영화에 돈을 들이고 대본을 만들고 촬영한 감독이 쓰레기네요.보는 내내 답답하고 울화가 치밀었습니다.별점아까워!
15902537,알라딘,10,speechless 노래 개좋음.
15902535,기방도령,10,재밌었어요~~괜찮아요
15902534,"서른아홉, 열아홉",10,재미있는 영화 좋아요 나이를 뛰어넘는 사랑
15902533,스파이더맨: 파 프롬 홈,10,소니 일본꺼라고 평점 이상하게 주는 사람은 뭐임; 아가리애국 컹스
15902532,존 윅 3: 파라벨룸,10,"""총이나 탕탕하는 액션 영화는 람보를 끝으로 유행 지나서 시시하고 노잼 아니냐?""라고 말하는 나의 아가리를 닥치게 만든 영화"
15902531,지금 만나러 갑니다,10,비에 대한 새로운 이미지와 촉촉한 감성을 더해주는 영화!
15902529,업그레이드,10,ㅅㅂ반전쩐다ㄷㄷㄷㄷ존잼
15902528,미드소마,10,러닝타임이 긴데도 지루할 틈이 없다
15902527,알라딘,10,아캔 쇼유더월드 돈유 데얼 클로스 유어아이
15902526,미드소마,9,147분만의 화사한 지옥을 ㅇ맛보당ㅆ다
15902524,어벤져스: 엔드게임,10,아이 엠 아이언맨. 멋있다
15902523,토이 스토리 4,10,앤디... 보고 싶어 앤디야...
15902522,진범,9,몰입해서 재미있게 봤네요
15902521,롱 리브 더 킹: 목포 영웅,10,재밌겠다 래원씨너무멋져요
15902520,겨울왕국,5,개거품 맞음 ㅋㅋ 진짜 노래랑 미디어 이용해서 뜬 희대의 개거품...
15902519,우리는 언제나 성에 살았다,5,"기대 많이 했는데, 분위기만 미스테리고 스토리 노잼.. 별 거 아닌 내용을 엄청 뭐 있는 것처럼 하다가 그대로 끝남. 영상은 예쁜데 그게 다임ㅠㅠ 보지 마요 여러분.."
15902517,롱 리브 더 킹: 목포 영웅,10,잼나유 흥행이 잘되었어야 하는데 아쉽네요
15902516,원더풀 고스트,5,티비에서 보구 악풀달러왔어요.  와 진짜  마동석한테 맞을까봐  더 못쓰겠네 ㅎ
15902515,진범,10,주연 배우들의 연기와 스토리 텔링에 소름 돋을 정도
15902513,진범,10,"추리물, 스릴러를 좋아하는 나에겐 딱 맞는 영화였다"
15902512,스파이더맨: 파 프롬 홈,9,재밌네요~~~초반에 조금 지루했지만 재밌게 봣습니다
15902511,기방도령,10,재밌던데 웃긴 포인트 빵 터지고 ㅎㅎ
15902510,플랜맨,10,너무 잘 봤습니다. 상처입은 한 어른의 성장담을 보는 듯 했습니다. 배우들의 연기도 한 몫 했구요.
15902509,토이 스토리 4,10,(필수)준비물: 휴지우디는 엔디를 따라가야했어....
15902507,그날 본 꽃의 이름을 우리는 아직 모른다,10,봐보고 싶어요..ㅠㅠ
15902506,무법자,2,넘 잔인함굳이 살인하는 방법을 자세하게 표현해야했는지?
15902505,걸캅스,10,여자가 피해받으면 묵인당하고 조롱당하는 이 세상에서 꼭 필요한 영화
15902503,스파이더맨: 파 프롬 홈,2,너무 기대한 나머지 ㅋㅋ아쉬운마음에
15902502,토이 스토리 4,8,재밋긴하지만 조금 억지스러운 느낌도 다소
15902501,알라딘,10,아이들 때문에 더빙으로 봤는데 그래도 재밋습니더
15902500,토이 스토리 4,10,토이스토리 영화관에서는 한번도 본적이 없는데 감동적이고 재미있네요
15902497,더 코브: 슬픈 돌고래의 진실,1,"..,.,..,.,."
15902496,알라딘,10,다들 연기도 너무 잘하고 노래도 잘부르고 다들 지니얘기 하시지만 ㅎㅎㅎ 전 자스민의 성장과정이 아주 좋습니다 디즈니 대작 개인적으로 겨울왕국맘 5번 봤는데 겨울왕국보다 좋음 또 보러 갈거에요 !!!
15902495,정글,8,"극한의 자연에 가면 신을 만나게 되지.  비슷한 영화로 ""인투 더 와일드"" 있음."
15902493,스파이더맨: 파 프롬 홈,8,아이가 재미있어했어요
15902492,악인전,10,김무열 마동석 모두 찰떡같이 연기 잘 했고 늘어짐 없이 재밌게 봤음
15902490,더 포스트,1,",,..,..,..,."
15902489,토이 스토리 4,10,역시 재밌어요... 개비가 주인 찾는더 보고 눈물 나왔네요 ㅠ 우디가 보니한테 안돌아가는게 맞는 결과라고 생각해요. 토이스토리는 전편이 명작이네요!
15902488,스포트라이트,1,"..,,..,.,,."
15902487,악인전,2,마동석이라서 끝끝내 봤건만.. 범죄도시 이후 내리막을 계속찍고있다니..어색해 어색해..
15902486,세상을 바꾼 변호인,10,세상 모든 사람들이 봤으면 하는 영화
15902485,알라딘,10,너무너무재밌어요 알라딘 흥이 계속 나요 4d 강추!
15902484,롱 리브 더 킹: 목포 영웅,6,재미있습니다~!~!~!
15902483,스파이더맨: 파 프롬 홈,10,재밌고 감동적끝나지 않은 스타크의 온기
15902481,기방도령,1,진상 화상이를 못데리고 오게하는 개코를 벌합시다!진상 화상이를 못데리고 오게하는 개코를 벌합시다!
15902480,미성년,9,기존의  영화와는 전혀 다른 아주 신선한 영화였다! 보통 이런영화는 딱 짜연진 틀이 있는데 그걸 따 깨주네! 스타일이 21세기 어메리칸 스타일이 네   영화 괜찮네
15902479,미드소마,8,유전은 극호였는데 미드소마는 잘 모르겠다...연출력과 색감이 탁월하지만 지나치게 루즈한 느낌
15902478,콘스탄틴,10,대놓구 키아누 이렇게 멋있어도 되는건가요??? 키아누 는 사랑입니다♥♥♥
15902477,어벤져스: 엔드게임,7,무난하다고 본다...
15902476,롱 리브 더 킹: 목포 영웅,10,목포 화팅 김래원 홧팅입니다!! 저런 여자 만나야제~~
15902475,미드소마,2,애기가...!!애기가 느껴져요!!!
15902474,롱 리브 더 킹: 목포 영웅,10,스토리를 떠나서 김래원 연기가 찰떡! 킬링타임용으로 좋네요
15902473,미드소마,1,와 개오지네요 보면서 느낀건 첫째 돈이 아깝다는거고두번째는 내가 왜 이걸보고있지라는겁니다.ㅋㅋㅋ
15902471,극장판 엉덩이 탐정: 화려한 사건 수첩,1,일본꺼든뭐든 일단 노잼입니다.
15902470,진범,10,재밌어요 반전도 있고 ㅎㅎㅎ 배우들 연기력이 어마어마 합니다 !!
15902469,침묵,10,두가지 사랑을 대하는 중년의 순정
15902467,라이터를 켜라,10,시사점이. 있는 훌륭한 코메디
15902466,스파이더맨: 파 프롬 홈,10,아주 좋습니다 꼭 보세요
15902465,아르고,4,"실화인건 알겠는데, 그다지 기발한것도 없고, 결말도 급속마무리 되버리고, 많이 허전하네요"
15902464,알라딘,10,1ㅇㅇㅇ만 축하드려요
15902463,스파이더맨: 파 프롬 홈,10,후 토니스타크가 계속나와서 먹먹했네요 전투씬이나 씨지 모든게 완벽했습니다
15902462,달마야 놀자,10,하나하나 열거하기 많을 정도로 코믹하고 뜻 있는 장면들이 많았습니다. 제 주관적으로 이영화를 간단하게 표현하자면 '천상천하유아독존'→'조화' 그리고 조화를 이룰 수 있게 큰스님이 건달을 품어주는것→ '나도 내 마음에 깨진독을 던졌을
15902461,기생충,10,지루하지않고 끝나고 생각많아지고 여운이 남는 영화였습니다
15902460,터미네이터 제니시스,10,여주 미모와 재미 보는눈이 두배
15902459,싸이보그 그녀,10,순수한감성을끌어올리게해주는영화로젊은시절로돌려주는것같다
15902457,알라딘,10,"어린시절 추억이 그대로. 자스민보다 더 자스민같은 나오미 스콧, 지니보다 지니같은 윌 스미스 최고"
15902456,갤버스턴,7,익숙한 이야기 하지만 다른 느낌 마지막을 기억
15902455,악인전,10,오랜만에 스토리며 액션이며 최고의 영화를 본듯함.
15902454,고검기담: 소명신검의 부활,3,"왠만하면 중국영화 재밋게보는데, 이건 좀 너무하네. 액션외엔 볼거리 1도 없음"
15902453,씨 없는 수박 김대중,1,DJ대중슨상님 영화도 만들어졌었노 ㄷㄷㄷㄷ
15902452,마터스: 천국을 보는 눈,10,주인공들도이쁘고 재밌었다
15902451,건축학개론,10,영화자체로 누구에게나 아련한 그 기억...아니 그런  연애기억이 없어도좋다.마음속 한곳에 넣어뒀던 서랍장을 다시열어보는느낌
15902450,알라딘,10,감동과 재미 그 자체..본 영화 사수한 거 넘넘 다행
15902449,아이 엠 마더,7,킬링타임용으로 훌륭함 묘비 장면 찡했다.남편과 애들이 하늘에서 기다린다고 할때..
